id,journal,year,paper_title,doi,artifact,number,pdf_page,title,type,formal_page,source_pdf,replication_link,supplement_link,code_status,access_method,rights_note,crop_mode,label_detection,perceptual_hash,width_px,height_px,image
AJPS-T-006,AJPS,2024,"A Costly Commitment: Populism, Economic Performance, and the Quality of Bureaucracy",10.1111/ajps.12782,table,1,9,Descriptive Statistics of Main Variables in the Full Data Set and in the Municipalities in which a Populist Ran,descriptive-sample,https://doi.org/10.1111/ajps.12782,https://kclpure.kcl.ac.uk/ws/files/297186982/A_Costly_Commitment_Populism_Bellodi_publishedonline02April2023_Gold_VOR_CC_BY_.pdf,https://doi.org/10.7910/DVN/7TEE2R,,exact-source,lawful open-access repository or publisher OA page,Local scholarly-review excerpt; copyright remains with the publisher/authors. Not included in the portable skill archive.,label-through-note,uppercase-label,05ada4a4a1a5ad23,1436,1134,tables/AJPS/AJPS-T-006.png
AJPS-T-007,AJPS,2024,"A Costly Commitment: Populism, Economic Performance, and the Quality of Bureaucracy",10.1111/ajps.12782,table,2,12,Regression Discontinuity Results for Economic Performance and Bureaucratic Quality Outcomes,regression-model,https://doi.org/10.1111/ajps.12782,https://kclpure.kcl.ac.uk/ws/files/297186982/A_Costly_Commitment_Populism_Bellodi_publishedonline02April2023_Gold_VOR_CC_BY_.pdf,https://doi.org/10.7910/DVN/7TEE2R,,exact-source,lawful open-access repository or publisher OA page,Local scholarly-review excerpt; copyright remains with the publisher/authors. Not included in the portable skill archive.,label-through-note,uppercase-label,5331b294b3666511,1436,548,tables/AJPS/AJPS-T-007.png
AJPS-T-008,AJPS,2024,"A Costly Commitment: Populism, Economic Performance, and the Quality of Bureaucracy",10.1111/ajps.12782,table,3,13,Managers’ Departure Categories,crosstab-classification,https://doi.org/10.1111/ajps.12782,https://kclpure.kcl.ac.uk/ws/files/297186982/A_Costly_Commitment_Populism_Bellodi_publishedonline02April2023_Gold_VOR_CC_BY_.pdf,https://doi.org/10.7910/DVN/7TEE2R,,exact-source,lawful open-access repository or publisher OA page,Local scholarly-review excerpt; copyright remains with the publisher/authors. Not included in the portable skill archive.,label-through-note,uppercase-label,11818191a13c3b01,1436,561,tables/AJPS/AJPS-T-008.png
AJPS-T-009,AJPS,2024,At Any Cost: How Ukrainians Think about Self‐Defense Against Russia,10.1111/ajps.12832,table,1,7,Conjoint Experiment: Attribute Levels,measurement-coding,https://doi.org/10.1111/ajps.12832,http://eprints.lse.ac.uk/120873/1/Muller_Crepon_at_any_cost_published.pdf,https://doi.org/10.7910/DVN/B6ZNAI,,exact-source,lawful open-access repository or publisher OA page,Local scholarly-review excerpt; copyright remains with the publisher/authors. Not included in the portable skill archive.,label-fixed-table-window,uppercase-label,1555115155555545,1436,992,tables/AJPS/AJPS-T-009.png
AJPS-T-010,AJPS,2024,At Any Cost: How Ukrainians Think about Self‐Defense Against Russia,10.1111/ajps.12832,table,2,11,Linear Extrapolation of AMCEs,regression-model,https://doi.org/10.1111/ajps.12832,http://eprints.lse.ac.uk/120873/1/Muller_Crepon_at_any_cost_published.pdf,https://doi.org/10.7910/DVN/B6ZNAI,,exact-source,lawful open-access repository or publisher OA page,Local scholarly-review excerpt; copyright remains with the publisher/authors. Not included in the portable skill archive.,label-fixed-table-window,uppercase-label,042aaaaaaa2a6483,1436,566,tables/AJPS/AJPS-T-010.png
AJPS-T-011,AJPS,2024,"Campaign Messages, Polling, and Elections: Theory and Experimental Evidence",10.1111/ajps.12722,table,1,6,Experiment Information,treatment-effects,https://doi.org/10.1111/ajps.12722,https://researchmgt.monash.edu/ws/files/594989582/404010599_oa.pdf,https://doi.org/10.7910/DVN/DAYSCX,,exact-source,lawful open-access repository or publisher OA page,Local scholarly-review excerpt; copyright remains with the publisher/authors. Not included in the portable skill archive.,label-through-note,uppercase-label,150989896d061303,1436,438,tables/AJPS/AJPS-T-011.png
AJPS-T-012,AJPS,2024,"Campaign Messages, Polling, and Elections: Theory and Experimental Evidence",10.1111/ajps.12722,table,2,7,Salaries and Incomes,formal-theory-simulation,https://doi.org/10.1111/ajps.12722,https://researchmgt.monash.edu/ws/files/594989582/404010599_oa.pdf,https://doi.org/10.7910/DVN/DAYSCX,,exact-source,lawful open-access repository or publisher OA page,Local scholarly-review excerpt; copyright remains with the publisher/authors. Not included in the portable skill archive.,label-through-note,uppercase-label,1127272727276d69,1436,807,tables/AJPS/AJPS-T-012.png
AJPS-T-013,AJPS,2024,"Campaign Messages, Polling, and Elections: Theory and Experimental Evidence",10.1111/ajps.12722,table,3,8,Tobits: Salary and Income,model-comparison,https://doi.org/10.1111/ajps.12722,https://researchmgt.monash.edu/ws/files/594989582/404010599_oa.pdf,https://doi.org/10.7910/DVN/DAYSCX,,exact-source,lawful open-access repository or publisher OA page,Local scholarly-review excerpt; copyright remains with the publisher/authors. Not included in the portable skill archive.,label-through-note,uppercase-label,21656c6e6d6d6d63,1436,947,tables/AJPS/AJPS-T-013.png
AJPS-T-014,AJPS,2024,"Campaign Messages, Polling, and Elections: Theory and Experimental Evidence",10.1111/ajps.12722,table,4,8,Election Outcomes,crosstab-classification,https://doi.org/10.1111/ajps.12722,https://researchmgt.monash.edu/ws/files/594989582/404010599_oa.pdf,https://doi.org/10.7910/DVN/DAYSCX,,exact-source,lawful open-access repository or publisher OA page,Local scholarly-review excerpt; copyright remains with the publisher/authors. Not included in the portable skill archive.,label-through-note,uppercase-label,4145542515574f29,1436,597,tables/AJPS/AJPS-T-014.png
AJPS-T-015,AJPS,2024,"Campaign Messages, Polling, and Elections: Theory and Experimental Evidence",10.1111/ajps.12722,table,5,9,Probits: Poll and Election Outcomes,treatment-effects,https://doi.org/10.1111/ajps.12722,https://researchmgt.monash.edu/ws/files/594989582/404010599_oa.pdf,https://doi.org/10.7910/DVN/DAYSCX,,exact-source,lawful open-access repository or publisher OA page,Local scholarly-review excerpt; copyright remains with the publisher/authors. Not included in the portable skill archive.,label-through-note,uppercase-label,01a5b4b4b5b53727,1436,842,tables/AJPS/AJPS-T-015.png
AJPS-T-016,AJPS,2024,"Campaign Messages, Polling, and Elections: Theory and Experimental Evidence",10.1111/ajps.12722,table,6,10,"highlights an important difference between polls forecast the election result well, with the straw-poll increasing variance and allowing campaign messages. In winner winning the subsequent election 92.1% of the",model-comparison,https://doi.org/10.1111/ajps.12722,https://researchmgt.monash.edu/ws/files/594989582/404010599_oa.pdf,https://doi.org/10.7910/DVN/DAYSCX,,exact-source,lawful open-access repository or publisher OA page,Local scholarly-review excerpt; copyright remains with the publisher/authors. Not included in the portable skill archive.,label-through-note,uppercase-label,090da8c801392101,1436,409,tables/AJPS/AJPS-T-016.png
AJPS-T-017,AJPS,2024,"Campaign Messages, Polling, and Elections: Theory and Experimental Evidence",10.1111/ajps.12722,table,7,12,Tobits: Effects of Messages on Polling,treatment-effects,https://doi.org/10.1111/ajps.12722,https://researchmgt.monash.edu/ws/files/594989582/404010599_oa.pdf,https://doi.org/10.7910/DVN/DAYSCX,,exact-source,lawful open-access repository or publisher OA page,Local scholarly-review excerpt; copyright remains with the publisher/authors. Not included in the portable skill archive.,label-through-note,uppercase-label,015c0c5959092941,1436,1021,tables/AJPS/AJPS-T-017.png
AJPS-T-018,AJPS,2024,"Campaign Messages, Polling, and Elections: Theory and Experimental Evidence",10.1111/ajps.12722,table,8,14,Probits: Factors Affecting Message Characteristics,descriptive-sample,https://doi.org/10.1111/ajps.12722,https://researchmgt.monash.edu/ws/files/594989582/404010599_oa.pdf,https://doi.org/10.7910/DVN/DAYSCX,,exact-source,lawful open-access repository or publisher OA page,Local scholarly-review excerpt; copyright remains with the publisher/authors. Not included in the portable skill archive.,label-through-note,uppercase-label,011d4919492c1c4d,1436,1310,tables/AJPS/AJPS-T-018.png
AJPS-T-019,AJPS,2024,"Campaign Messages, Polling, and Elections: Theory and Experimental Evidence",10.1111/ajps.12722,table,9,16,Probits: Noncandidates’ Responses to Messages,regression-model,https://doi.org/10.1111/ajps.12722,https://researchmgt.monash.edu/ws/files/594989582/404010599_oa.pdf,https://doi.org/10.7910/DVN/DAYSCX,,exact-source,lawful open-access repository or publisher OA page,Local scholarly-review excerpt; copyright remains with the publisher/authors. Not included in the portable skill archive.,label-through-note,uppercase-label,05a1a1a1a1b52527,1436,1231,tables/AJPS/AJPS-T-019.png
AJPS-T-020,AJPS,2024,Does Democracy Reduce Ethnic Inequality?,10.1111/ajps.12812,table,1,10,Effect of Democracy on Ethnic Inequality,regression-model,https://doi.org/10.1111/ajps.12812,https://pure.au.dk/ws/files/452874837/Does_Democracy_Reduce_Ethnic_Inequality_Final_version_2024.pdf,https://doi.org/10.7910/DVN/4UOQUR,,exact-source,lawful open-access repository or publisher OA page,Local scholarly-review excerpt; copyright remains with the publisher/authors. Not included in the portable skill archive.,label-through-note,uppercase-label,0910181631393625,1436,1105,tables/AJPS/AJPS-T-020.png
AJPS-T-021,AJPS,2024,Does Democracy Reduce Ethnic Inequality?,10.1111/ajps.12812,table,2,12,Effect of Democracy on Ethnic Inequality Using IV Estimation,regression-model,https://doi.org/10.1111/ajps.12812,https://pure.au.dk/ws/files/452874837/Does_Democracy_Reduce_Ethnic_Inequality_Final_version_2024.pdf,https://doi.org/10.7910/DVN/4UOQUR,,exact-source,lawful open-access repository or publisher OA page,Local scholarly-review excerpt; copyright remains with the publisher/authors. Not included in the portable skill archive.,label-through-note,uppercase-label,1919101531117605,1436,1066,tables/AJPS/AJPS-T-021.png
AJPS-T-022,AJPS,2026,Mitigating tough times? How material self‐interest influences citizens' welfare state behavior,10.1111/ajps.12978,table,1,7,The relationship between workplace risk exposure and unemployment insurance membership.,regression-model,https://doi.org/10.1111/ajps.12978,https://pure.au.dk/ws/files/442038852/American_J_Political_Sci_-_2025_-_Christensen_-_Mitigating_tough_times_How_material_self_interest_influences_citizens_.pdf,https://doi.org/10.7910/DVN/9TKY1T,,not-found,lawful open-access repository or publisher OA page,Local scholarly-review excerpt; copyright remains with the publisher/authors. Not included in the portable skill archive.,label-through-note,uppercase-label,010324a424295717,1439,540,tables/AJPS/AJPS-T-022.png
AJPS-T-023,AJPS,2026,Mitigating tough times? How material self‐interest influences citizens' welfare state behavior,10.1111/ajps.12978,table,2,8,"The relationship between workplace risk exposure and unemployment insurance membership, including lead variable.",regression-model,https://doi.org/10.1111/ajps.12978,https://pure.au.dk/ws/files/442038852/American_J_Political_Sci_-_2025_-_Christensen_-_Mitigating_tough_times_How_material_self_interest_influences_citizens_.pdf,https://doi.org/10.7910/DVN/9TKY1T,,not-found,lawful open-access repository or publisher OA page,Local scholarly-review excerpt; copyright remains with the publisher/authors. Not included in the portable skill archive.,label-through-note,uppercase-label,0154d4d4d5d5d557,1439,654,tables/AJPS/AJPS-T-023.png
AJPS-T-024,AJPS,2026,Mitigating tough times? How material self‐interest influences citizens' welfare state behavior,10.1111/ajps.12978,table,3,12,The relationship between an extended mass layoff event and unemployment insurance membership for 2010 group.,regression-model,https://doi.org/10.1111/ajps.12978,https://pure.au.dk/ws/files/442038852/American_J_Political_Sci_-_2025_-_Christensen_-_Mitigating_tough_times_How_material_self_interest_influences_citizens_.pdf,https://doi.org/10.7910/DVN/9TKY1T,,not-found,lawful open-access repository or publisher OA page,Local scholarly-review excerpt; copyright remains with the publisher/authors. Not included in the portable skill archive.,label-through-note,uppercase-label,10a4a42626265457,1439,981,tables/AJPS/AJPS-T-024.png
AJPS-T-025,AJPS,2025,Shaping states into nations: The effects of ethnic geography on state borders,10.1111/ajps.12838,table,1,10,"Determinants of state borders in Europe, 1886–2011.",regression-model,https://doi.org/10.1111/ajps.12838,http://eprints.lse.ac.uk/120409/1/American_J_Political_Sci_2024_M_ller_Crepon_Shaping_states_into_nations_The_effects_of_ethnic_geography_on_state.pdf,https://doi.org/10.7910/DVN/T1NXVQ,,exact-source,lawful open-access repository or publisher OA page,Local scholarly-review excerpt; copyright remains with the publisher/authors. Not included in the portable skill archive.,label-through-note,uppercase-label,1519114545012165,1439,764,tables/AJPS/AJPS-T-025.png
